modelo,tipoVectorizacion,ngram_range,parametros,normalizacionTexto,metodoBalanceo,reporte,accuracy,f1_macro,precision_macro,recall_macro,f1_weighted,cv_score,cv_media,cv_desviacion
random_forest,binaria,"(2, 2)",{'n_estimators': 100},Solo Lematizacion,None,"{'0': {'precision': 0.8682877406281662, 'recall': 0.994199535962877, 'f1-score': 0.9269875608436993, 'support': 862.0}, '1': {'precision': 0.6153846153846154, 'recall': 0.057971014492753624, 'f1-score': 0.10596026490066225, 'support': 138.0}, 'accuracy': 0.865, 'macro avg': {'precision': 0.7418361780063908, 'recall': 0.5260852752278153, 'f1-score': 0.5164739128721808, 'support': 1000.0}, 'weighted avg': {'precision': 0.8333871093445562, 'recall': 0.865, 'f1-score': 0.8136857940035602, 'support': 1000.0}}",0.865,0.5164739128721808,0.7418361780063908,0.5260852752278153,0.8136857940035602,"[0.5628988547949996, 0.552660492858264, 0.5075075075075075, 0.5315315315315315, 0.5457561850996813]",0.5400709143583968,0.019210576147442395
naive_bayes,binaria,"(2, 2)",{},Solo Lematizacion,None,"{'0': {'precision': 0.868020304568528, 'recall': 0.9918793503480279, 'f1-score': 0.9258256632376828, 'support': 862.0}, '1': {'precision': 0.5333333333333333, 'recall': 0.057971014492753624, 'f1-score': 0.10457516339869281, 'support': 138.0}, 'accuracy': 0.863, 'macro avg': {'precision': 0.7006768189509307, 'recall': 0.5249251824203908, 'f1-score': 0.5152004133181878, 'support': 1000.0}, 'weighted avg': {'precision': 0.8218335025380711, 'recall': 0.863, 'f1-score': 0.8124930942599021, 'support': 1000.0}}",0.863,0.5152004133181878,0.7006768189509307,0.5249251824203908,0.8124930942599021,"[0.5162747326397995, 0.5303163923542643, 0.5512428242561995, 0.49635412979500193, 0.5681879784280921]",0.5324752114946716,0.02529614029519063
random_forest,frecuencia,"(2, 2)",{'n_estimators': 100},Solo Lematizacion,None,"{'0': {'precision': 0.8675429726996967, 'recall': 0.9953596287703016, 'f1-score': 0.9270664505672609, 'support': 862.0}, '1': {'precision': 0.6363636363636364, 'recall': 0.050724637681159424, 'f1-score': 0.09395973154362416, 'support': 138.0}, 'accuracy': 0.865, 'macro avg': {'precision': 0.7519533045316665, 'recall': 0.5230421332257305, 'f1-score': 0.5105130910554425, 'support': 1000.0}, 'weighted avg': {'precision': 0.8356402242853203, 'recall': 0.865, 'f1-score': 0.8120977233419989, 'support': 1000.0}}",0.865,0.5105130910554425,0.7519533045316665,0.5230421332257305,0.8120977233419989,"[0.5422071165984601, 0.5422071165984601, 0.5084901748601827, 0.5315315315315315, 0.5395867937173996]",0.5328045466612068,0.012772037907710225
svc,frecuencia,"(3, 3)","{'kernel': 'linear', 'C': 1.0}",Solo Lematizacion,None,"{'0': {'precision': 0.8666666666666667, 'recall': 0.9953596287703016, 'f1-score': 0.9265658747300216, 'support': 862.0}, '1': {'precision': 0.6, 'recall': 0.043478260869565216, 'f1-score': 0.08108108108108109, 'support': 138.0}, 'accuracy': 0.864, 'macro avg': {'precision': 0.7333333333333334, 'recall': 0.5194189448199334, 'f1-score': 0.5038234779055514, 'support': 1000.0}, 'weighted avg': {'precision': 0.8298666666666666, 'recall': 0.864, 'f1-score': 0.8098889732064678, 'support': 1000.0}}",0.864,0.5038234779055514,0.7333333333333334,0.5194189448199334,0.8098889732064678,"[0.4954954954954955, 0.5217462393721386, 0.49635412979500193, 0.46236559139784944, 0.5084901748601827]",0.4968903261841337,0.019731007480601807
svc,binaria,"(3, 3)","{'kernel': 'linear', 'C': 1.0}",Solo Lematizacion,None,"{'0': {'precision': 0.8666666666666667, 'recall': 0.9953596287703016, 'f1-score': 0.9265658747300216, 'support': 862.0}, '1': {'precision': 0.6, 'recall': 0.043478260869565216, 'f1-score': 0.08108108108108109, 'support': 138.0}, 'accuracy': 0.864, 'macro avg': {'precision': 0.7333333333333334, 'recall': 0.5194189448199334, 'f1-score': 0.5038234779055514, 'support': 1000.0}, 'weighted avg': {'precision': 0.8298666666666666, 'recall': 0.864, 'f1-score': 0.8098889732064678, 'support': 1000.0}}",0.864,0.5038234779055514,0.7333333333333334,0.5194189448199334,0.8098889732064678,"[0.49635412979500193, 0.5217462393721386, 0.49635412979500193, 0.46236559139784944, 0.5084901748601827]",0.49706205304403495,0.01972185480295155
random_forest,binaria,"(3, 3)",{'n_estimators': 100},Solo Lematizacion,None,"{'0': {'precision': 0.8660624370594159, 'recall': 0.9976798143851509, 'f1-score': 0.9272237196765498, 'support': 862.0}, '1': {'precision': 0.7142857142857143, 'recall': 0.036231884057971016, 'f1-score': 0.06896551724137931, 'support': 138.0}, 'accuracy': 0.865, 'macro avg': {'precision': 0.790174075672565, 'recall': 0.5169558492215609, 'f1-score': 0.4980946184589646, 'support': 1000.0}, 'weighted avg': {'precision': 0.845117249316645, 'recall': 0.865, 'f1-score': 0.8087840877404963, 'support': 1000.0}}",0.865,0.4980946184589646,0.790174075672565,0.5169558492215609,0.8087840877404963,"[0.49722040549378677, 0.4872065418095489, 0.5084901748601827, 0.46236559139784944, 0.5408884005650605]",0.4992342228252856,0.02580216938725178
random_forest,tfidf,"(3, 3)",{'n_estimators': 100},Solo Lematizacion,None,"{'0': {'precision': 0.8657921291624622, 'recall': 0.9953596287703016, 'f1-score': 0.9260658391797085, 'support': 862.0}, '1': {'precision': 0.5555555555555556, 'recall': 0.036231884057971016, 'f1-score': 0.06802721088435375, 'support': 138.0}, 'accuracy': 0.863, 'macro avg': {'precision': 0.7106738423590089, 'recall': 0.5157957564141363, 'f1-score': 0.4970465250320311, 'support': 1000.0}, 'weighted avg': {'precision': 0.8229794820047089, 'recall': 0.863, 'f1-score': 0.8076565084749496, 'support': 1000.0}}",0.863,0.4970465250320311,0.7106738423590089,0.5157957564141363,0.8076565084749496,"[0.4980946184589646, 0.532762264990544, 0.49635412979500193, 0.46236559139784944, 0.5613866338347889]",0.5101926476954298,0.03392788247109909
svc,tfidf,"(3, 3)","{'kernel': 'linear', 'C': 1.0}",Solo Lematizacion,None,"{'0': {'precision': 0.8651911468812877, 'recall': 0.9976798143851509, 'f1-score': 0.9267241379310345, 'support': 862.0}, '1': {'precision': 0.6666666666666666, 'recall': 0.028985507246376812, 'f1-score': 0.05555555555555555, 'support': 138.0}, 'accuracy': 0.864, 'macro avg': {'precision': 0.7659289067739772, 'recall': 0.5133326608157638, 'f1-score': 0.491139846743295, 'support': 1000.0}, 'weighted avg': {'precision': 0.83779476861167, 'recall': 0.864, 'f1-score': 0.8065028735632184, 'support': 1000.0}}",0.864,0.491139846743295,0.7659289067739772,0.5133326608157638,0.8065028735632184,"[0.4980946184589646, 0.5217462393721386, 0.4980946184589646, 0.47516641065028165, 0.5195195195195195]",0.5025242812919737,0.017005991335541076
random_forest,frecuencia,"(3, 3)",{'n_estimators': 100},Solo Lematizacion,None,"{'0': {'precision': 0.865055387713998, 'recall': 0.9965197215777262, 'f1-score': 0.9261455525606469, 'support': 862.0}, '1': {'precision': 0.5714285714285714, 'recall': 0.028985507246376812, 'f1-score': 0.05517241379310345, 'support': 138.0}, 'accuracy': 0.863, 'macro avg': {'precision': 0.7182419795712847, 'recall': 0.5127526144120514, 'f1-score': 0.4906589831768752, 'support': 1000.0}, 'weighted avg': {'precision': 0.8245348870666092, 'recall': 0.863, 'f1-score': 0.8059512594107259, 'support': 1000.0}}",0.863,0.4906589831768752,0.7182419795712847,0.5127526144120514,0.8059512594107259,"[0.4980946184589646, 0.5104873439291135, 0.49722040549378677, 0.46236559139784944, 0.5408884005650605]",0.5018112719689549,0.025271119832719156
logistic_regression,frecuencia,"(3, 3)",{'max_iter': 200},Solo Lematizacion,None,"{'0': {'precision': 0.8644578313253012, 'recall': 0.9988399071925754, 'f1-score': 0.9268030139935415, 'support': 862.0}, '1': {'precision': 0.75, 'recall': 0.021739130434782608, 'f1-score': 0.04225352112676056, 'support': 138.0}, 'accuracy': 0.864, 'macro avg': {'precision': 0.8072289156626506, 'recall': 0.510289518813679, 'f1-score': 0.484528267560151, 'support': 1000.0}, 'weighted avg': {'precision': 0.8486626506024096, 'recall': 0.864, 'f1-score': 0.8047351839779258, 'support': 1000.0}}",0.864,0.484528267560151,0.8072289156626506,0.510289518813679,0.8047351839779258,"[0.4872065418095489, 0.4872065418095489, 0.4745449749406489, 0.4628469113697404, 0.4618834080717489]",0.4747376756002472,0.011113998833136964
logistic_regression,binaria,"(3, 3)",{'max_iter': 200},Solo Lematizacion,None,"{'0': {'precision': 0.8644578313253012, 'recall': 0.9988399071925754, 'f1-score': 0.9268030139935415, 'support': 862.0}, '1': {'precision': 0.75, 'recall': 0.021739130434782608, 'f1-score': 0.04225352112676056, 'support': 138.0}, 'accuracy': 0.864, 'macro avg': {'precision': 0.8072289156626506, 'recall': 0.510289518813679, 'f1-score': 0.484528267560151, 'support': 1000.0}, 'weighted avg': {'precision': 0.8486626506024096, 'recall': 0.864, 'f1-score': 0.8047351839779258, 'support': 1000.0}}",0.864,0.484528267560151,0.8072289156626506,0.510289518813679,0.8047351839779258,"[0.4872065418095489, 0.4872065418095489, 0.4745449749406489, 0.4628469113697404, 0.4618834080717489]",0.4747376756002472,0.011113998833136964
naive_bayes,tfidf,"(1, 1)",{},Solo Lematizacion,None,"{'0': {'precision': 0.8628628628628628, 'recall': 1.0, 'f1-score': 0.9263836646963998, 'support': 862.0}, '1': {'precision': 1.0, 'recall': 0.007246376811594203, 'f1-score': 0.014388489208633094, 'support': 138.0}, 'accuracy': 0.863, 'macro avg': {'precision': 0.9314314314314314, 'recall': 0.5036231884057971, 'f1-score': 0.47038607695251644, 'support': 1000.0}, 'weighted avg': {'precision': 0.8817877877877878, 'recall': 0.863, 'f1-score': 0.800528330479088, 'support': 1000.0}}",0.863,0.47038607695251644,0.9314314314314314,0.5036231884057971,0.800528330479088,"[0.4628469113697404, 0.4628469113697404, 0.4628469113697404, 0.4628469113697404, 0.46236559139784944]",0.46275064737536215,0.00019252798875637466
logistic_regression,tfidf,"(2, 2)",{'max_iter': 200},Solo Lematizacion,None,"{'0': {'precision': 0.8627254509018036, 'recall': 0.9988399071925754, 'f1-score': 0.9258064516129032, 'support': 862.0}, '1': {'precision': 0.5, 'recall': 0.007246376811594203, 'f1-score': 0.014285714285714285, 'support': 138.0}, 'accuracy': 0.862, 'macro avg': {'precision': 0.6813627254509018, 'recall': 0.5030431420020848, 'f1-score': 0.4700460829493087, 'support': 1000.0}, 'weighted avg': {'precision': 0.8126693386773547, 'recall': 0.862, 'f1-score': 0.8000165898617511, 'support': 1000.0}}",0.862,0.4700460829493087,0.6813627254509018,0.5030431420020848,0.8000165898617511,"[0.4628469113697404, 0.4628469113697404, 0.4628469113697404, 0.4628469113697404, 0.4745449749406489]",0.465186524083922,0.004679225428363409
